ID: fadbd7a4171640c22018d482, 名称: 四川卫视, 状态: 有效, 接口: http://125.43.244.29:9901/tsfile/live/1039_1.m3u8?key=%2A%2A%2A&playlive=1&authid=%2A%2A%2A, 来源: 订阅源, 协议类型: ipv4, 位置: 中国-河南-焦作, 运营商: 联通, 延迟: 373 ms, 速率: 0.31 MiB/s, 分辨率: 1920x1080, 帧率: 50.0, 视频编解码器: h264, 音频编解码器: aac
ID: 40d1d2dd18de04f9e9f7a691, 名称: 深圳卫视, 状态: 有效, 接口: http://38.64.72.148:80/hls/modn/list/4007/playlist.m3u8, 来源: 订阅源, 协议类型: ipv4, 位置: 美国-加利福尼亚州-洛杉矶, 运营商: Cogent, 延迟: 90 ms, 速率: 1.04 MiB/s, 分辨率: 1920x1080, 帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
ID: 1f31f62a8cefd863e7b05623, 名称: 深圳卫视, 状态: 有效, 接口: http://38.75.136.137:98/gslb/dsdqpub/szwshd.m3u8?auth=%2A%2A%2A, 来源: 订阅源, 协议类型: ipv4, 位置: 美国-加利福尼亚州-洛杉矶, 运营商: GlobalTeleHost, 延迟: 127 ms, 速率: 0.36 MiB/s, 分辨率: 1920x1080, 帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
ID: d7b697eb4b2b473802f13a46, 名称: 深圳卫视, 状态: 有效, 接口: https://www.yangshipin.cn/tv/home?pid=600002481, 来源: 订阅源, 协议类型: ipv4, 位置: 美国-加利福尼亚州-圣克拉拉, 运营商: 腾讯云, 延迟: 25 ms, 速率: 0.35 MiB/s, 分辨率: —, 帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
ID: ffb8dc616ae1a88fb84e928d, 名称: 深圳卫视, 状态: 有效, 接口: http://173.208.212.130:8181/720p/szws.m3u8, 来源: 订阅源, 协议类型: ipv4, 位置: 美国-密苏里州-杰克逊县, 运营商: WholeSale互联网股份有限公司, 延迟: 58 ms, 速率: 0.36 MiB/s, 分辨率: 1920x1080, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: aac
ID: 1907022e53ee3e341910fc8a, 名称: 天津卫视, 状态: 有效, 接口: http://204.12.221.218:8181/3m1080p/tjws.m3u8, 来源: 订阅源, 协议类型: ipv4, 位置: 美国-密苏里州-杰克逊县, 运营商: WholeSale互联网股份有限公司, 延迟: 55 ms, 速率: 0.46 MiB/s, 分辨率: 1920x1080, 帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
ID: 0ca3aaed12b96c3439c8da9a, 名称: 天津卫视, 状态: 有效, 接口: http://107.150.60.122/live/tjwshd.m3u8, 来源: 订阅源, 协议类型: ipv4, 位置: 美国-密苏里州-杰克逊县, 运营商: NOCIX数据中心, 延迟: 593 ms, 速率: 1.09 MiB/s, 分辨率: 1920x1080, 帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
ID: d92f8e65341a9e60d666fdb0, 名称: 天津卫视, 状态: 有效, 接口: http://198.204.228.26/live/tjwshd.m3u8, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: —, 延迟: 57 ms, 速率: 0.46 MiB/s, 分辨率: 1920x1080, 帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
ID: 038f4ccbd08de7633ef42feb, 名称: 天津卫视, 状态: 有效, 接口: http://38.75.136.137:98/gslb/dsdqpub/tjwshd.m3u8?auth=%2A%2A%2A, 来源: 订阅源, 协议类型: ipv4, 位置: 美国-加利福尼亚州-洛杉矶, 运营商: GlobalTeleHost, 延迟: 57 ms, 速率: 0.47 MiB/s, 分辨率: 1920x1080, 帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
ID: eb776afabb0273f0fc0d84f8, 名称: 天津卫视, 状态: 有效, 接口: http://183.94.146.79:9901/tsfile/live/0132_2.m3u8?key=%2A%2A%2A&playlive=1&authid=%2A%2A%2A, 来源: 订阅源, 协议类型: ipv4, 位置: 中国-湖北-武汉, 运营商: 联通, 延迟: 364 ms, 速率: 0.42 MiB/s, 分辨率: 1920x1080, 帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
ID: 975629d6941b6eed27e1cc60, 名称: 西藏卫视, 状态: 有效, 接口: https://live.264788.xyz/channel/xizangweishi?streamid=4b4e8ea919f1cfd5e43deed1d1675251&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: CloudFlare节点, 延迟: 79 ms, 速率: 28.60 MiB/s, 分辨率: 1920x1080, 帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
ID: 218e87c6b9105f1497b0201f, 名称: 西藏卫视, 状态: 有效, 接口: http://223.86.170.98:4500/rtp/239.11.0.53:5140, 来源: 订阅源, 协议类型: ipv4, 位置: 中国-四川-凉山彝族自治州, 运营商: 移动, 延迟: 489 ms, 速率: 0.29 MiB/s, 分辨率: 1920x1080, 帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
ID: 031c5ff00363c5215aad7336, 名称: 西藏卫视, 状态: 有效, 接口: http://107.150.60.122/live/xzws.m3u8, 来源: 订阅源, 协议类型: ipv4, 位置: 美国-密苏里州-杰克逊县, 运营商: NOCIX数据中心, 延迟: 58 ms, 速率: 0.35 MiB/s, 分辨率: 1920x1080, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: aac
ID: d045d10a523b2563ff3f704d, 名称: 西藏卫视, 状态: 有效, 接口: http://63.141.230.178:82/gslb/zbdq5.m3u8?id=xzws, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: —, 延迟: 74 ms, 速率: 1.22 MiB/s, 分辨率: 1920x1080, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: aac
ID: 847d0c4cd5d2df549a7bbed7, 名称: 新疆卫视, 状态: 有效, 接口: https://live.264788.xyz/channel/xinjiangweishi?streamid=4f481f56ae39ce5d24203471de9df635&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: CloudFlare节点, 延迟: 69 ms, 速率: 9.47 MiB/s, 分辨率: 1920x1080, 帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
ID: 8a54f3fb032ff59448b7f6e9, 名称: 新疆卫视, 状态: 有效, 接口: http://63.141.230.178:82/gslb/zbdq5.m3u8?id=xjws, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: —, 延迟: 90 ms, 速率: 1.69 MiB/s, 分辨率: 1920x1080, 帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
ID: 6ed0fcfa34d7b6c4c6705206, 名称: 新疆卫视, 状态: 有效, 接口: http://107.150.60.122/live/xjws.m3u8, 来源: 订阅源, 协议类型: ipv4, 位置: 美国-密苏里州-杰克逊县, 运营商: NOCIX数据中心, 延迟: 471 ms, 速率: 0.71 MiB/s, 分辨率: 1920x1080, 帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
ID: cd748d612174fcd7a54d0377, 名称: 新疆卫视, 状态: 有效, 接口: http://38.75.136.137:98/gslb/dsdqpub/xjws.m3u8?auth=%2A%2A%2A, 来源: 订阅源, 协议类型: ipv4, 位置: 美国-加利福尼亚州-洛杉矶, 运营商: GlobalTeleHost, 延迟: 91 ms, 速率: 0.40 MiB/s, 分辨率: 1920x1080, 帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
ID: ccf7b008d6a582ffd3559300, 名称: 新疆卫视, 状态: 有效, 接口: http://198.204.228.26/live/xjws.m3u8, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: —, 延迟: 55 ms, 速率: 0.41 MiB/s, 分辨率: 1920x1080, 帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
ID: de80fd26558235655cb16e05, 名称: 云南卫视, 状态: 有效, 接口: http://198.204.228.26/live/ynwshd.m3u8, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: —, 延迟: 56 ms, 速率: 0.25 MiB/s, 分辨率: 1920x1080, 帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
ID: 340edb9f808baf52cd6c6ed1, 名称: 云南卫视, 状态: 有效, 接口: http://192.151.150.154/live/ynwshd.m3u8, 来源: 订阅源, 协议类型: ipv4, 位置: 美国-密苏里州-杰克逊县, 运营商: Datashack公司, 延迟: 54 ms, 速率: 3.82 MiB/s, 分辨率: 1920x1080, 帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
ID: e93d2b2872a4a79c8eb2de30, 名称: 云南卫视, 状态: 有效, 接口: http://63.141.230.178:82/gslb/zbdq5.m3u8?id=ynwshd, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: —, 延迟: 57 ms, 速率: 0.48 MiB/s, 分辨率: 1920x1080, 帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
ID: 6bccd8dd2f91f227f96627e3, 名称: 云南卫视, 状态: 有效, 接口: http://125.43.244.29:9901/tsfile/live/1029_1.m3u8?key=%2A%2A%2A&playlive=1&authid=%2A%2A%2A, 来源: 订阅源, 协议类型: ipv4, 位置: 中国-河南-焦作, 运营商: 联通, 延迟: 375 ms, 速率: 0.34 MiB/s, 分辨率: 1920x1080, 帧率: 50.0, 视频编解码器: h264, 音频编解码器: aac
ID: 2de7d74dd6a4fcaf9306ce05, 名称: 广东珠江, 状态: 有效, 接口: http://119.129.172.107:9901/tsfile/live/1000_1.m3u8?key=%2A%2A%2A&playlive=1&authid=%2A%2A%2A, 来源: 订阅源, 协议类型: ipv4, 位置: 中国-广东-广州, 运营商: 电信, 延迟: 353 ms, 速率: 0.41 MiB/s, 分辨率: —, 帧率: 50.0, 视频编解码器: hevc, 音频编解码器: eac3
ID: aed5d38bb4c5adbc19a583a9, 名称: 广东珠江, 状态: 有效, 接口: http://119.129.172.243:9901/tsfile/live/1000_1.m3u8?key=%2A%2A%2A&playlive=1&authid=%2A%2A%2A, 来源: 订阅源, 协议类型: ipv4, 位置: 中国-广东-广州, 运营商: 电信, 延迟: 351 ms, 速率: 0.39 MiB/s, 分辨率: —, 帧率: 50.0, 视频编解码器: hevc, 音频编解码器: eac3
ID: 8136347b49802717c860a835, 名称: 广东体育, 状态: 有效, 接口: http://119.129.172.107:9901/tsfile/live/1003_1.m3u8?key=%2A%2A%2A&playlive=1&authid=%2A%2A%2A, 来源: 订阅源, 协议类型: ipv4, 位置: 中国-广东-广州, 运营商: 电信, 延迟: 360 ms, 速率: 0.36 MiB/s, 分辨率: —, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: mp2
ID: a5f8019ed1fa044a60745384, 名称: 广东体育, 状态: 有效, 接口: http://119.129.172.243:9901/tsfile/live/1003_1.m3u8?key=%2A%2A%2A&playlive=1&authid=%2A%2A%2A, 来源: 订阅源, 协议类型: ipv4, 位置: 中国-广东-广州, 运营商: 电信, 延迟: 364 ms, 速率: 0.36 MiB/s, 分辨率: —, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: mp2
ID: 4e1a0e067e7ed223e98531c8, 名称: 广东新闻, 状态: 有效, 接口: http://119.129.172.243:9901/tsfile/live/1001_1.m3u8?key=%2A%2A%2A&playlive=1&authid=%2A%2A%2A, 来源: 订阅源, 协议类型: ipv4, 位置: 中国-广东-广州, 运营商: 电信, 延迟: 353 ms, 速率: 0.41 MiB/s, 分辨率: —, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: mp2
ID: 29dfb8a4861bde6420d19e0e, 名称: 广东新闻, 状态: 有效, 接口: http://119.129.172.107:9901/tsfile/live/1001_1.m3u8?key=%2A%2A%2A&playlive=1&authid=%2A%2A%2A, 来源: 订阅源, 协议类型: ipv4, 位置: 中国-广东-广州, 运营商: 电信, 延迟: 360 ms, 速率: 0.40 MiB/s, 分辨率: —, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: mp2
ID: 40be2326fc8e487ae2dc6f48, 名称: 大湾区卫视, 状态: 有效, 接口: http://198.204.228.26/live/nfws.m3u8, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: —, 延迟: 57 ms, 速率: 0.81 MiB/s, 分辨率: 1920x1080, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: aac
ID: 12046213bb60e240e1df1978, 名称: 大湾区卫视, 状态: 有效, 接口: http://63.141.230.178:82/gslb/zbdq5.m3u8?id=nfws, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: —, 延迟: 107 ms, 速率: 0.55 MiB/s, 分辨率: 1920x1080, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: aac
ID: 3d5b6ccff969a5ae411e53a9, 名称: 大湾区卫视, 状态: 有效, 接口: http://36.136.38.87:9901/tsfile/live/1000_1.m3u8?key=%2A%2A%2A&playlive=1&authid=%2A%2A%2A, 来源: 订阅源, 协议类型: ipv4, 位置: 中国-广西-南宁, 运营商: 移动, 延迟: 395 ms, 速率: 0.28 MiB/s, 分辨率: —, 帧率: 50.0, 视频编解码器: h264, 音频编解码器: mp2
ID: 35fe4854cba22c62cc3564ad, 名称: 大湾区卫视, 状态: 有效, 接口: http://107.150.60.122/live/nfws.m3u8, 来源: 订阅源, 协议类型: ipv4, 位置: 美国-密苏里州-杰克逊县, 运营商: NOCIX数据中心, 延迟: 109 ms, 速率: 0.68 MiB/s, 分辨率: 1920x1080, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: aac
ID: 23b4b954b3688aa7b70ddecc, 名称: 风云足球, 状态: 有效, 接口: http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=%2A%2A%2A, 来源: 订阅源, 协议类型: ipv4, 位置: 美国-加利福尼亚州-洛杉矶, 运营商: GlobalTeleHost, 延迟: 56 ms, 速率: 0.96 MiB/s, 分辨率: 1920x1080, 帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
ID: 4bc72524d0e5d3050bd84996, 名称: 天津体育, 状态: 有效, 接口: http://168250.xyz:1111/rtp/239.5.1.3:5000, 来源: 订阅源, 协议类型: ipv4, 位置: 中国-天津-天津, 运营商: 电信, 延迟: 531 ms, 速率: 0.23 MiB/s, 分辨率: —, 帧率: 未知, 视频编解码器: h264, 音频编解码器: aac
